User ID,Vehicle Model,Battery Capacity (kWh),Charging Station ID,Charging Station Location,Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Charging Cost (USD),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Charger Type,User Type,session_duration_h,charge_duration_h,delay_duration_h,utilisation_rate,charging_rate_calc_kw
User_1,BMW i3,108.46300741284072,Station_391,Houston,2024-01-01 00:00:00,2024-01-01 00:39:00,60.71234573492677,0.5913634253585007,13.087716791774506,Evening,Tuesday,29.371575979140047,86.11996244457839,293.6021106383279,27.947953055800944,2.0,DC Fast Charger,Commuter,0.65,0.5913634253585007,0.058636574641499295,0.9097898851669242,102.66503326295718
User_3,Chevy Bolt,75.0,Station_181,San Francisco,2024-01-01 02:00:00,2024-01-01 04:48:00,19.12887570011548,2.4526527258367823,35.66727042356739,Morning,Thursday,6.854604444398554,69.91761524016282,71.79925292594801,21.00200183614421,2.0,Level 2,Commuter,2.8,2.4526527258367823,0.34734727416321753,0.8759474020845651,7.799259756021594
User_4,Hyundai Kona,50.0,Station_327,Houston,2024-01-01 03:00:00,2024-01-01 06:42:00,79.45782398845503,1.266430804620451,13.036238833914622,Evening,Saturday,83.12000296074223,99.62432763119423,199.5777845163286,38.31631316036344,1.0,Level 1,Long-Distance Traveler,3.7,1.266430804620451,2.4335691953795493,0.3422785958433651,62.74154395057416
User_6,Nissan Leaf,50.0,Station_335,San Francisco,2024-01-01 05:00:00,2024-01-01 07:10:00,43.18113714248533,1.1676401541014236,36.90034077796173,Evening,Saturday,75.21774833696946,71.98228757123687,143.68004610728445,-5.274217796522686,0.0,DC Fast Charger,Long-Distance Traveler,2.1666666666666665,1.1676401541014236,0.9990265125652429,0.5389108403545032,36.98154520535145
User_8,Chevy Bolt,75.0,Station_302,Los Angeles,2024-01-01 07:00:00,2024-01-01 10:42:00,51.46761685839947,2.6553964456130235,9.796821321322032,Afternoon,Monday,56.201703032995454,63.786815331776616,116.54316578116932,-4.41745966595273,0.0,Level 2,Long-Distance Traveler,3.7,2.6553964456130235,1.0446035543869767,0.7176747150305468,19.382272256720476
User_10,Hyundai Kona,50.0,Station_452,Chicago,2024-01-01 09:00:00,2024-01-01 12:44:00,78.86860745126785,2.0268746909843576,21.312302451155745,Morning,Wednesday,27.399454625609152,70.05338137780706,54.00630919992556,27.512019364625917,2.830381306943589,DC Fast Charger,Commuter,3.7333333333333334,2.0268746909843576,1.7064586423489758,0.5429128636565244,38.91143729904935
User_11,BMW i3,50.0,Station_206,Los Angeles,2024-01-01 10:00:00,2024-01-01 13:59:00,18.20619747737872,2.6486354477276968,38.221230704051806,Night,Thursday,76.08656557040186,82.2655816267944,64.63464374887128,0.5004335643954789,3.0,DC Fast Charger,Casual Driver,3.9833333333333334,2.6486354477276968,1.3346978856056366,0.6649294011031874,6.87380269451505
User_12,Chevy Bolt,85.0,Station_78,San Francisco,2024-01-01 11:00:00,2024-01-01 14:55:00,22.564929484106763,2.0578886215204486,14.0508613520737,Evening,Sunday,14.618902372078484,85.85749415419053,194.76380668173772,34.26261127319235,0.0,DC Fast Charger,Long-Distance Traveler,3.9166666666666665,2.0578886215204486,1.858778045146218,0.5254183714520294,10.965087832321514
User_15,BMW i3,85.0,Station_96,Houston,2024-01-01 14:00:00,2024-01-01 17:32:00,12.927545290947553,3.4218093378407497,18.552815677456245,Afternoon,Monday,71.68354383511853,63.70663794066834,155.36060543681995,39.50544568765913,4.0,Level 1,Casual Driver,3.533333333333333,3.4218093378407497,0.11152399549258352,0.9684366050492688,3.777985274628179
User_18,Hyundai Kona,50.0,Station_10,Chicago,2024-01-01 17:00:00,2024-01-01 20:13:00,23.824040473705303,0.8482182678183041,6.430589211997161,Evening,Friday,57.59519511951953,74.96195034708379,22.00682916343814,18.40570905025936,6.0,Level 2,Casual Driver,3.216666666666667,0.8482182678183041,2.3684483988483627,0.26369479828548315,28.087157961102324
User_19,Tesla Model 3,100.0,Station_434,New York,2024-01-01 18:00:00,2024-01-01 21:03:00,42.63801819167288,0.8075321582617996,25.0787937101842,Evening,Saturday,55.51705087402344,52.7134886858277,280.8620709755801,37.430356532255,0.0,Level 1,Long-Distance Traveler,3.05,0.8075321582617996,2.2424678417382005,0.26476464205304906,52.800396560615674
User_23,BMW i3,75.0,Station_140,Chicago,2024-01-01 22:00:00,2024-01-02 01:02:00,49.19642958971384,2.5628173042684104,14.856131218606723,Afternoon,Saturday,49.02423910950519,64.48187393759193,298.18812231836336,39.95893731677202,4.257936702758294,DC Fast Charger,Long-Distance Traveler,3.033333333333333,2.5628173042684104,0.47051602906492285,0.8448848255829925,19.196229675746473
User_25,Tesla Model 3,100.0,Station_150,Houston,2024-01-02 00:00:00,2024-01-02 01:55:00,27.60438468247694,0.9571376601264636,24.03753468851581,Morning,Wednesday,65.48688658113335,65.35209627449626,173.47152650529225,35.977821918048456,4.0,Level 1,Long-Distance Traveler,1.9166666666666667,0.9571376601264636,0.9595290065402031,0.4993761705007636,28.84055850318298
User_28,Nissan Leaf,50.0,Station_340,San Francisco,2024-01-02 03:00:00,2024-01-02 06:13:00,10.338517723856468,1.547713717696371,9.855826892937216,Night,Sunday,98.3327953116332,94.50485176968456,162.6865443608225,5.504758728380647,0.0,Level 1,Long-Distance Traveler,3.216666666666667,1.547713717696371,1.668952948970296,0.48115452363617744,6.679864373913024
User_31,Chevy Bolt,100.0,Station_239,New York,2024-01-02 06:00:00,2024-01-02 09:54:00,19.473800595427143,1.435532787267766,36.945272915195176,Afternoon,Wednesday,31.320786979519863,78.05665281794616,154.34561667139718,8.352906076534808,2.0,DC Fast Charger,Casual Driver,3.9,1.435532787267766,2.464467212732234,0.36808533006865796,13.565556125326415
User_32,BMW i3,100.0,Station_58,Chicago,2024-01-02 07:00:00,2024-01-02 09:27:00,38.28919933554271,2.0076640542660726,17.011782945517666,Evening,Wednesday,75.6447784790562,65.61730718592959,238.9093109631085,2.273162900972052,6.0,Level 1,Commuter,2.45,2.0076640542660726,0.44233594573392754,0.8194547160269684,19.0715170967883
User_33,BMW i3,100.0,Station_198,New York,2024-01-02 08:00:00,2024-01-02 09:58:00,16.136238725396332,1.306927271746284,26.438194237490425,Evening,Monday,23.603991432132744,88.2000728013921,35.50388319357353,39.38401391534167,1.0,Level 2,Casual Driver,1.9666666666666666,1.306927271746284,0.6597393949203825,0.6645392907184495,12.346699831150884
User_34,Tesla Model 3,62.0,Station_211,Houston,2024-01-02 09:00:00,2024-01-02 12:03:00,60.06708508895625,0.9991001884039166,18.034390040505443,Afternoon,Monday,22.881466625938916,51.43427868199236,46.35755886056615,13.991597483206988,1.0,Level 2,Casual Driver,3.05,0.9991001884039166,2.050899811596083,0.3275738322635792,60.121182826433724
User_35,Chevy Bolt,75.0,Station_402,Houston,2024-01-02 10:00:00,2024-01-02 13:32:00,57.72437946101146,1.8735815970397776,35.50300017025295,Afternoon,Friday,41.87247964240577,79.64797277486439,157.61465400806637,28.429807376567297,1.8091728675018728,DC Fast Charger,Long-Distance Traveler,3.533333333333333,1.8735815970397776,1.6597517362935557,0.5302589425584276,30.809642639645293
User_36,Hyundai Kona,75.0,Station_390,New York,2024-01-02 11:00:00,2024-01-02 14:16:00,37.37451606078376,2.8916769844807484,29.86624992587584,Evening,Tuesday,24.49220858439769,73.38017572592224,76.20353921863803,59.931973865971024,4.0,Level 1,Commuter,3.2666666666666666,2.8916769844807484,0.3749896821859182,0.8852072401471679,12.924858572159994
User_39,Tesla Model 3,85.0,Station_279,Los Angeles,2024-01-02 14:00:00,2024-01-02 15:25:00,61.52075986084904,1.2804107080349374,26.50571298106416,Afternoon,Monday,87.98462138000619,79.3884433831648,141.24375349788664,5.761050673536548,7.0,Level 2,Commuter,1.4166666666666667,1.2804107080349374,0.13625595863172935,0.9038193233187793,48.04767679213315
User_41,BMW i3,79.7992037611215,Station_410,Los Angeles,2024-01-02 16:00:00,2024-01-02 18:58:00,67.51805822343026,1.9623405401552507,29.222361949491813,Night,Sunday,80.86258863357027,62.52531776559165,119.63099233488512,35.233158486596466,1.9692327223244,Level 2,Casual Driver,2.966666666666667,1.9623405401552507,1.004326126511416,0.6614631034231182,34.40690177969241
User_43,BMW i3,85.0,Station_391,Houston,2024-01-02 18:00:00,2024-01-02 20:53:00,12.049319706245154,1.373881357931789,32.04209859904496,Night,Saturday,36.636852158024986,66.97610432369274,83.24522142563875,39.41613092437325,4.0,Level 1,Commuter,2.8833333333333333,1.373881357931789,1.5094519754015443,0.4764906443694066,8.770276732180088
User_47,Nissan Leaf,75.0,Station_282,San Francisco,2024-01-02 22:00:00,2024-01-03 01:06:00,67.47546614008147,2.1051170788531968,19.03070021272089,Night,Sunday,63.035941874368895,81.75095350359373,97.4539049287794,3.194124642496231,5.0,Level 1,Commuter,3.1,2.1051170788531968,0.9948829211468033,0.6790700254365151,32.05307050040182
User_50,BMW i3,100.0,Station_36,New York,2024-01-03 01:00:00,2024-01-03 03:40:00,8.713190575944605,2.2095428234972503,9.644101413904608,Afternoon,Saturday,27.196196012553663,86.89391764029943,170.47505412270155,5.37807958403098,6.0,Level 2,Long-Distance Traveler,2.6666666666666665,2.2095428234972503,0.45712384316941623,0.8285785588114689,3.943435937644975
User_51,BMW i3,85.0,Station_109,San Francisco,2024-01-03 02:00:00,2024-01-03 02:48:00,9.06588081544948,0.5123781829612861,24.50189331007889,Morning,Tuesday,13.873858113381532,93.62842306259267,226.2193631647091,30.69198380180764,2.6163324827383008,DC Fast Charger,Casual Driver,0.8,0.5123781829612861,0.2876218170387139,0.6404727287016077,17.693729196378513
User_52,BMW i3,50.0,Station_55,Los Angeles,2024-01-03 03:00:00,2024-01-03 05:06:00,58.73397361690925,1.88926151834522,28.10231005717249,Morning,Saturday,83.86192690828396,71.37448250923295,57.38072425225101,1.941105156484872,3.0,Level 1,Commuter,2.1,1.88926151834522,0.21073848165478015,0.8996483420691523,31.088323689752382
User_56,Tesla Model 3,76.87610037599295,Station_69,New York,2024-01-03 07:00:00,2024-01-03 09:33:00,50.26893407436542,1.6783584198879236,38.94193996256931,Evening,Saturday,13.48827068689701,82.69521185847714,133.99209364319893,3.0428293410416227,0.0,DC Fast Charger,Casual Driver,2.55,1.6783584198879236,0.8716415801120763,0.6581797725050681,29.951250864354854
User_58,Nissan Leaf,62.0,Station_130,Houston,2024-01-03 09:00:00,2024-01-03 12:59:00,77.86372676031044,0.9179022472670976,28.30319111612704,Afternoon,Saturday,56.91742176324378,57.46568225034442,129.3894111090679,38.46677944602198,3.0,DC Fast Charger,Casual Driver,3.9833333333333334,0.9179022472670976,3.0654310860662357,0.23043571061098683,84.82790732034574
